element_key,input_text,target_text_xpath,target_text_css,class
cls_div_layout-shop__title,"<div class=""layout-shop__title""><nav class=""zds-nav-row layout-shopping-lists-navigation""><ul class=""zds-nav-row__list zds-nav-row__list--label""><li class=""zds-nav-row__list-item zds-nav-row__list-item--label zds-nav-row__list-item--active layout-shopping-lists-navigation__tab""><a data-qa-action=""shop-navigation-link-Shopping_bag"" href=""https://www.zara.com/ie/en/shop/cart"" aria-current=""page"" class=""zds-nav-row__list-item-wrapper""><span><span>SHOPPING BAG</span> </span></a></li><li class=""zds-nav-row__list","//div[contains(@class, 'layout-shop__title')]",div.layout-shop__title,layout-shop__title
cls_a_zds-nav-row__list-item-wrapper,"<a class=""zds-nav-row__list-item-wrapper"" data-qa-action=""shop-navigation-link-Wishlist"" href=""https://www.zara.com/ie/en/user/wishlist""><span class=""layout-shopping-lists-navigation-link__lists""><span>Favourites</span><svg class=""layout-shopping-lists-navigation__lists-icon wishlist-icon"" fill=""inherit"" height=""24"" heigth=""24"" preserveaspectratio=""xMidYMid slice"" stroke=""inherit"" viewbox=""0 0 24 24"" width=""24"" xmlns=""http://www.w3.org/2000/svg""><path clip-rule=""evenodd"" d=""M6.5 6h11v12L12 14.487 6.5 18V6zm","//a[contains(@class, 'zds-nav-row__list-item-wrapper')]",a.zds-nav-row__list-item-wrapper,zds-nav-row__list-item-wrapper
cls_span_layout-shopping-lists-navigation-link__lists,"<span class=""layout-shopping-lists-navigation-link__lists""><span>Favourites</span><svg class=""layout-shopping-lists-navigation__lists-icon wishlist-icon"" preserveAspectRatio=""xMidYMid slice"" width=""24"" heigth=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M6.5 6h11v12L12 14.487 6.5 18V6zm.658.646V16.81L12 13.716l4.842 3.093V6.646H7.158z""></path></svg></span>","//span[contains(@class, 'layout-shopping-lists-navigation-link__lists')]",span.layout-shopping-lists-navigation-link__lists,layout-shopping-lists-navigation-link__lists
cls_div_layout-shop__content,"<div class=""layout-shop__content""><div class=""layout-shop__content-block""><div class=""shop-cart-view__empty-state""><div class=""zds-empty-state zds-empty-state--align-left zds-empty-state--with-description""><div aria-hidden=""true""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M9.708 5a2.5 2.5 0 0 1 4.584 0H9.708zM8.645 5a3.502 3.502 0 0 1 6.71 0H19v15H5V5h3.645zM6 6v13h12V6H6z""></path></svg><","//div[contains(@class, 'layout-shop__content')]",div.layout-shop__content,layout-shop__content
cls_div_layout-shop__content-block,"<div class=""layout-shop__content-block""><div class=""shop-cart-view__empty-state""><div class=""zds-empty-state zds-empty-state--align-left zds-empty-state--with-description""><div aria-hidden=""true""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M9.708 5a2.5 2.5 0 0 1 4.584 0H9.708zM8.645 5a3.502 3.502 0 0 1 6.71 0H19v15H5V5h3.645zM6 6v13h12V6H6z""></path></svg></div><div class=""zds-empty-state__","//div[contains(@class, 'layout-shop__content-block')]",div.layout-shop__content-block,layout-shop__content-block
cls_div_shop-cart-view__empty-state,"<div class=""shop-cart-view__empty-state""><div class=""zds-empty-state zds-empty-state--align-left zds-empty-state--with-description""><div aria-hidden=""true""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M9.708 5a2.5 2.5 0 0 1 4.584 0H9.708zM8.645 5a3.502 3.502 0 0 1 6.71 0H19v15H5V5h3.645zM6 6v13h12V6H6z""></path></svg></div><div class=""zds-empty-state__title""><span>YOUR BASKET IS EMPTY

</spa","//div[contains(@class, 'shop-cart-view__empty-state')]",div.shop-cart-view__empty-state,shop-cart-view__empty-state
cls_div_zds-empty-state,"<div class=""zds-empty-state zds-empty-state--align-left zds-empty-state--with-description""><div aria-hidden=""true""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M9.708 5a2.5 2.5 0 0 1 4.584 0H9.708zM8.645 5a3.502 3.502 0 0 1 6.71 0H19v15H5V5h3.645zM6 6v13h12V6H6z""></path></svg></div><div class=""zds-empty-state__title""><span>YOUR BASKET IS EMPTY

</span></div><p class=""zds-empty-state__descri","//div[contains(@class, 'zds-empty-state')]",div.zds-empty-state,zds-empty-state zds-empty-state--align-left zds-empty-state--with-description
cls_div_zds-empty-state__title,"<div class=""zds-empty-state__title""><span>YOUR BASKET IS EMPTY

</span></div>","//div[contains(@class, 'zds-empty-state__title')]",div.zds-empty-state__title,zds-empty-state__title
cls_div_shop-cart-view__empty-state-cross-selling,"<div class=""shop-cart-view__empty-state-cross-selling""><div class=""shop-cart-cross-selling""><section class=""product-grid""><h2 class=""product-grid__title"">you may also like</h2><ul class=""product-grid__product-list"" style=""--grid-num-columns: 5;""><li class=""product-grid-product _product product-grid-product--is-not-template product-grid-product--0th-column"" data-productid=""452748144""><div class=""product-grid-product__figure""><a class=""product-link product-grid-product__link link"" data-qa-action=""product-clic","//div[contains(@class, 'shop-cart-view__empty-state-cross-selling')]",div.shop-cart-view__empty-state-cross-selling,shop-cart-view__empty-state-cross-selling
cls_div_shop-cart-cross-selling,"<div class=""shop-cart-cross-selling""><section class=""product-grid""><h2 class=""product-grid__title"">you may also like</h2><ul class=""product-grid__product-list"" style=""--grid-num-columns: 5;""><li class=""product-grid-product _product product-grid-product--is-not-template product-grid-product--0th-column"" data-productid=""452748144""><div class=""product-grid-product__figure""><a class=""product-link product-grid-product__link link"" data-qa-action=""product-click"" draggable=""false"" href=""https://www.zara.com/ie/en/f","//div[contains(@class, 'shop-cart-cross-selling')]",div.shop-cart-cross-selling,shop-cart-cross-selling
cls_div_product-grid-product-info__tag,"<div class=""product-grid-product-info__tag""><span>FEW ITEMS LEFT</span></div>","//div[contains(@class, 'product-grid-product-info__tag')]",div.product-grid-product-info__tag,product-grid-product-info__tag
id_div_chat-widget,"<div class=""zds-theme zds-theme--light zrc-chat-widget-container zrc-chat-widget-container__light recom-chat-widget-container"" data-testid=""chat-widget"" id=""chat-widget"" aria-label=""Chat"" aria-modal=""true"" role=""dialog""><div class=""zrc-minimized-widget-std"" data-testid=""minimized-widget""><button class=""zrc-minimized-widget-std__button"" type=""button""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit"" alt=""Minimise chat icon"" aria-label=""Minimise",//div[@id='chat-widget'],div#chat-widget,zds-theme zds-theme--light zrc-chat-widget-container zrc-chat-widget-container__light recom-chat-widget-container
cls_div_zrc-minimized-widget-std,"<div class=""zrc-minimized-widget-std"" data-testid=""minimized-widget""><button class=""zrc-minimized-widget-std__button"" type=""button""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit"" alt=""Minimise chat icon"" aria-label=""Minimise chat icon"" class=""zrc-minimized-widget-std__button-icon""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M3.7 3.7h16.6v13h-8.14L7.3 20.172V16.7H3.7v-13Zm1 1v11h3.6v2.528l3.54-2.528h7.46v-11H4.7Z""></path></svg><span cla","//div[contains(@class, 'zrc-minimized-widget-std')]",div.zrc-minimized-widget-std,zrc-minimized-widget-std
cls_button_zrc-minimized-widget-std__button,"<button class=""zrc-minimized-widget-std__button"" type=""button""><svg alt=""Minimise chat icon"" aria-label=""Minimise chat icon"" class=""zrc-minimized-widget-std__button-icon"" fill=""inherit"" height=""24"" stroke=""inherit"" viewbox=""0 0 24 24"" width=""24"" xmlns=""http://www.w3.org/2000/svg""><path clip-rule=""evenodd"" d=""M3.7 3.7h16.6v13h-8.14L7.3 20.172V16.7H3.7v-13Zm1 1v11h3.6v2.528l3.54-2.528h7.46v-11H4.7Z"" fill-rule=""evenodd""></path></svg><span class=""zds-heading-s zrc-minimized-widget-std__message"">Chat</span></but","//button[contains(@class, 'zrc-minimized-widget-std__button')]",button.zrc-minimized-widget-std__button,zrc-minimized-widget-std__button
cls_span_zds-heading-s,"<span class=""zds-heading-s zrc-minimized-widget-std__message"">Chat</span>","//span[contains(@class, 'zds-heading-s')]",span.zds-heading-s,zds-heading-s zrc-minimized-widget-std__message
cls_div_e-store-stores-locator__location-search-container,"<div class=""e-store-stores-locator__location-search-container""><div class=""e-store-stores-locator__search-wrapper""><div class=""e-store-search__map-wrapper""><div class=""e-store-search__form-wrapper""><h1 class=""e-store-search__form-wrapper-title""><span>Stores near you</span></h1><div class=""e-store-search__form-wrapper-mkspot""></div><form autocomplete=""off"" class=""e-store-search-form legacy-compatible""><div class=""e-store-search-form__top e-store-search-form__top-full-view""><div class=""e-store-autocomplete""><","//div[contains(@class, 'e-store-stores-locator__location-search-container')]",div.e-store-stores-locator__location-search-container,e-store-stores-locator__location-search-container
cls_div_e-store-stores-locator__search-wrapper,"<div class=""e-store-stores-locator__search-wrapper""><div class=""e-store-search__map-wrapper""><div class=""e-store-search__form-wrapper""><h1 class=""e-store-search__form-wrapper-title""><span>Stores near you</span></h1><div class=""e-store-search__form-wrapper-mkspot""></div><form autocomplete=""off"" class=""e-store-search-form legacy-compatible""><div class=""e-store-search-form__top e-store-search-form__top-full-view""><div class=""e-store-autocomplete""><div class=""zds-input-base zds-input-base--full-width zds-input-","//div[contains(@class, 'e-store-stores-locator__search-wrapper')]",div.e-store-stores-locator__search-wrapper,e-store-stores-locator__search-wrapper
cls_div_e-store-search__map-wrapper,"<div class=""e-store-search__map-wrapper""><div class=""e-store-search__form-wrapper""><h1 class=""e-store-search__form-wrapper-title""><span>Stores near you</span></h1><div class=""e-store-search__form-wrapper-mkspot""></div><form autocomplete=""off"" class=""e-store-search-form legacy-compatible""><div class=""e-store-search-form__top e-store-search-form__top-full-view""><div class=""e-store-autocomplete""><div class=""zds-input-base zds-input-base--full-width zds-input-base--has-end-slot zds-input-base--has-placeholder"">","//div[contains(@class, 'e-store-search__map-wrapper')]",div.e-store-search__map-wrapper,e-store-search__map-wrapper
cls_div_e-store-search__form-wrapper,"<div class=""e-store-search__form-wrapper""><h1 class=""e-store-search__form-wrapper-title""><span>Stores near you</span></h1><div class=""e-store-search__form-wrapper-mkspot""></div><form autocomplete=""off"" class=""e-store-search-form legacy-compatible""><div class=""e-store-search-form__top e-store-search-form__top-full-view""><div class=""e-store-autocomplete""><div class=""zds-input-base zds-input-base--full-width zds-input-base--has-end-slot zds-input-base--has-placeholder""><input class=""zds-input-base__input autoc","//div[contains(@class, 'e-store-search__form-wrapper')]",div.e-store-search__form-wrapper,e-store-search__form-wrapper
cls_h1_e-store-search__form-wrapper-title,"<h1 class=""e-store-search__form-wrapper-title""><span>Stores near you</span></h1>","//h1[contains(@class, 'e-store-search__form-wrapper-title')]",h1.e-store-search__form-wrapper-title,e-store-search__form-wrapper-title
cls_div_e-store-search__form-wrapper-mkspot,"<div class=""e-store-search__form-wrapper-mkspot""></div>","//div[contains(@class, 'e-store-search__form-wrapper-mkspot')]",div.e-store-search__form-wrapper-mkspot,e-store-search__form-wrapper-mkspot
cls_div_e-store-search-form__top,"<div class=""e-store-search-form__top e-store-search-form__top-full-view""><div class=""e-store-autocomplete""><div class=""zds-input-base zds-input-base--full-width zds-input-base--has-end-slot zds-input-base--has-placeholder""><input class=""zds-input-base__input autocomplete__input"" id=""zds-901"" name=""search"" role=""combobox"" aria-autocomplete=""list"" aria-controls=""autocomplete-list-898"" aria-expanded=""false"" placeholder=""Search by city, street, post code, etc."" value=""""><div class=""zds-input-base__end-slot""><bu","//div[contains(@class, 'e-store-search-form__top')]",div.e-store-search-form__top,e-store-search-form__top e-store-search-form__top-full-view
cls_div_e-store-autocomplete,"<div class=""e-store-autocomplete""><div class=""zds-input-base zds-input-base--full-width zds-input-base--has-end-slot zds-input-base--has-placeholder""><input class=""zds-input-base__input autocomplete__input"" id=""zds-901"" name=""search"" role=""combobox"" aria-autocomplete=""list"" aria-controls=""autocomplete-list-898"" aria-expanded=""false"" placeholder=""Search by city, street, post code, etc."" value=""""><div class=""zds-input-base__end-slot""><button class=""zds-button e-store-search-form__clear-icon e-store-search-for","//div[contains(@class, 'e-store-autocomplete')]",div.e-store-autocomplete,e-store-autocomplete
id_input_zds-901,"<input class=""zds-input-base__input autocomplete__input"" id=""zds-901"" name=""search"" role=""combobox"" aria-autocomplete=""list"" aria-controls=""autocomplete-list-898"" aria-expanded=""false"" placeholder=""Search by city, street, post code, etc."" value="""">",//input[@id='zds-901'],input#zds-901,zds-input-base__input autocomplete__input
qaid_button_clear-search,"<button class=""zds-button e-store-search-form__clear-icon e-store-search-form__clear-icon--hidden zds-button--tertiary zds-button--small"" role=""button"" data-qa-action=""clear-search"" data-qa-id=""clear-search"" aria-label=""Clear""><svg aria-hidden=""true"" focusable=""false"" width=""16"" height=""16"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path d=""M12 12.707l6.846 6.846.708-.707L12.707 12l6.847-6.846-.707-.708L12 11.293 5.154 4.446l-.707.708L11.293 12l-6.846 6.846.707.7",//button[@data-qa-id='clear-search'],button[data-qa-id='clear-search'],zds-button e-store-search-form__clear-icon e-store-search-form__clear-icon--hidden zds-button--tertiary zds-button--small
cls_button_zds-selection-cell__button-wrapper,"<button class=""zds-selection-cell__button-wrapper"" type=""button""><div class=""zds-selection-cell__text-wrapper""><div class=""zds-selection-cell__wrapper""><div class=""zds-selection-cell__column""><div class=""zds-selection-cell__title""><h4 class=""e-store-search__location-title"">BLANCHARDSTOWN CENTRE</h4></div><div class=""zds-selection-cell__description""><p class=""e-store-search__location-address"">DUBLIN<span class=""e-store-search__location-distance""><span> · 8.2 km</span></span></p><p class=""e-store-search__loca","//button[contains(@class, 'zds-selection-cell__button-wrapper')]",button.zds-selection-cell__button-wrapper,zds-selection-cell__button-wrapper
cls_div_zds-selection-cell__description,"<div class=""zds-selection-cell__description""><p class=""e-store-search__location-address"">DUBLIN<span class=""e-store-search__location-distance""><span> · 5.6 km</span></span></p><p class=""e-store-search__location-categories"">Woman | Man | Kids</p><div class=""store-schedule-status__block-timetable ""><div class=""circle open-type-red""></div><span>Closed</span></div></div>","//div[contains(@class, 'zds-selection-cell__description')]",div.zds-selection-cell__description,zds-selection-cell__description
cls_span_e-store-search__location-distance,"<span class=""e-store-search__location-distance""><span> · 5.6 km</span></span>","//span[contains(@class, 'e-store-search__location-distance')]",span.e-store-search__location-distance,e-store-search__location-distance
cls_div_store-schedule-status__block-timetable,"<div class=""store-schedule-status__block-timetable ""><div class=""circle open-type-red""></div><span>Closed</span></div>","//div[contains(@class, 'store-schedule-status__block-timetable')]",div.store-schedule-status__block-timetable,store-schedule-status__block-timetable
cls_div_circle,"<div class=""circle open-type-red""></div>","//div[contains(@class, 'circle')]",div.circle,circle open-type-red
cls_span_zds-selection-cell__selection-icon-wrapper,"<span class=""zds-selection-cell__selection-icon-wrapper"" role=""presentation""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" class=""zds-selection-cell__selection-icon--default""><path fill-rule=""evenodd"" clip-rule=""evenodd"" d=""M15.3357 12L8.62378 4.32928L9.37636 3.67078L16.6645 12L9.37636 20.3293L8.62378 19.6708L15.3357 12Z"" fill=""inherit""></path></svg></span>","//span[contains(@class, 'zds-selection-cell__selection-icon-wrapper')]",span.zds-selection-cell__selection-icon-wrapper,zds-selection-cell__selection-icon-wrapper
cls_div_zds-selection-cell__slot,"<div class=""zds-selection-cell__slot""></div>","//div[contains(@class, 'zds-selection-cell__slot')]",div.zds-selection-cell__slot,zds-selection-cell__slot
cls_div_LGLeeN-keyboard-shortcuts-view,"<div class=""LGLeeN-keyboard-shortcuts-view""><table><tbody><tr><td><kbd aria-label=""Left arrow"">←</kbd></td><td aria-label=""Move left."">Move left</td></tr><tr><td><kbd aria-label=""Right arrow"">→</kbd></td><td aria-label=""Move right."">Move right</td></tr><tr><td><kbd aria-label=""Up arrow"">↑</kbd></td><td aria-label=""Move up."">Move up</td></tr><tr><td><kbd aria-label=""Down arrow"">↓</kbd></td><td aria-label=""Move down."">Move down</td></tr><tr><td><kbd>+</kbd></td><td aria-label=""Zoom in."">Zoom in</td></tr><tr><","//div[contains(@class, 'LGLeeN-keyboard-shortcuts-view')]",div.LGLeeN-keyboard-shortcuts-view,LGLeeN-keyboard-shortcuts-view
cls_div_gm-style,"<div class=""gm-style"" style=""position: absolute; z-index: 0; left: 0px; top: 0px; height: 100%; width: 100%; padding: 0px; border-width: 0px; margin: 0px;""><div style=""position: absolute; z-index: 0; left: 0px; top: 0px; height: 100%; width: 100%; padding: 0px; border-width: 0px; margin: 0px; cursor: url(&quot;https://maps.gstatic.com/mapfiles/openhand_8_8.cur&quot;), default; touch-action: pan-x pan-y;""><div style=""z-index: 1; position: absolute; left: 50%; top: 50%; width: 100%; will-change: transform; tr","//div[contains(@class, 'gm-style')]",div.gm-style,gm-style
cls_div_gm-style-moc,"<div class=""gm-style-moc"" style=""z-index: 4; position: absolute; height: 100%; width: 100%; padding: 0px; border-width: 0px; margin: 0px; left: 0px; top: 0px; transition-property: opacity, display; transition-behavior: allow-discrete; opacity: 0; display: none;""><p class=""gm-style-mot""></p></div>","//div[contains(@class, 'gm-style-moc')]",div.gm-style-moc,gm-style-moc
cls_button_gm-control-active,"<button draggable=""false"" aria-label=""Toggle fullscreen view"" title=""Toggle fullscreen view"" type=""button"" aria-pressed=""false"" class=""gm-control-active gm-fullscreen-control"" style=""background: none rgb(255, 255, 255); border: 0px; margin: 10px; padding: 0px; text-transform: none; appearance: none; position: absolute; cursor: pointer; user-select: none; border-radius: 2px; height: 40px; width: 40px; box-shadow: rgba(0, 0, 0, 0.3) 0px 1px 4px -1px; overflow: hidden; display: none; top: 0px; right: 0px;""><im","//button[contains(@class, 'gm-control-active')]",button.gm-control-active,gm-control-active gm-fullscreen-control
cls_div_gmnoprint,"<div class=""gmnoprint gm-bundled-control gm-bundled-control-on-bottom"" draggable=""false"" data-control-width=""40"" data-control-height=""153"" style=""margin: 10px; user-select: none; position: absolute; bottom: 167px; right: 40px;""><gmp-internal-camera-control data-control-width=""40"" data-control-height=""40"" draggable=""false"" class=""gmnoprint"" style=""position: absolute; cursor: pointer; user-select: none; left: 0px; top: 0px;""><button draggable=""false"" aria-label=""Map camera controls"" title=""Map camera controls","//div[contains(@class, 'gmnoprint')]",div.gmnoprint,gmnoprint gm-bundled-control gm-bundled-control-on-bottom
cls_div_gm-style-cc,"<button aria-describedby=""838B8902-2F6C-4B69-9AC9-D6A7E1267EDA"" aria-label=""Map scale: 5 km per 54 pixels"" class=""gm-style-cc"" draggable=""false"" style=""background: none; display: none; border: 0px; margin: 0px; padding: 0px; text-transform: none; appearance: none; position: relative; cursor: pointer; user-select: none; height: 14px; line-height: 14px;"" title=""Map scale: 5 km per 54 pixels"" type=""button""><div style=""opacity: 0.7; width: 100%; height: 100%; position: absolute;""><div style=""width: 1px;""></div>","//div[contains(@class, 'gm-style-cc')]",div.gm-style-cc,gm-style-cc
cls_div_gmnoscreen,"<div class=""gmnoscreen""><div style=""font-family: Roboto, Arial, sans-serif; font-size: 11px; color: rgb(0, 0, 0); direction: ltr; text-align: right; background-color: rgb(245, 245, 245);"">Map data ©2025 Google</div></div>","//div[contains(@class, 'gmnoscreen')]",div.gmnoscreen,gmnoscreen
cls_button_gm-style-cc,"<button aria-describedby=""838B8902-2F6C-4B69-9AC9-D6A7E1267EDA"" aria-label=""Map scale: 5 km per 54 pixels"" class=""gm-style-cc"" draggable=""false"" style=""background: none; display: none; border: 0px; margin: 0px; padding: 0px; text-transform: none; appearance: none; position: relative; cursor: pointer; user-select: none; height: 14px; line-height: 14px;"" title=""Map scale: 5 km per 54 pixels"" type=""button""><div style=""opacity: 0.7; width: 100%; height: 100%; position: absolute;""><div style=""width: 1px;""></div>","//button[contains(@class, 'gm-style-cc')]",button.gm-style-cc,gm-style-cc
cls_div_store-seo-list__accordion-container,"<div class=""store-seo-list__accordion-container""><div class=""store-country-accordion__wrapper""><h2 class=""store-country-accordion__title store-country-accordion__item""><button aria-expanded=""false"" aria-controls=""zds-902"" data-qa-id=""store-country-accordion-button"" class=""store-country-accordion__button"" id=""zds-903""><span class=""store-country-accordion__title-text""><span>List of zara stores - IRELAND</span></span><span class=""store-country-accordion__icon-wrapper""><svg aria-hidden=""true"" class=""store-count","//div[contains(@class, 'store-seo-list__accordion-container')]",div.store-seo-list__accordion-container,store-seo-list__accordion-container
cls_div_store-country-accordion__wrapper,"<div class=""store-country-accordion__wrapper""><h2 class=""store-country-accordion__title store-country-accordion__item""><button aria-expanded=""false"" aria-controls=""zds-902"" data-qa-id=""store-country-accordion-button"" class=""store-country-accordion__button"" id=""zds-903""><span class=""store-country-accordion__title-text""><span>List of zara stores - IRELAND</span></span><span class=""store-country-accordion__icon-wrapper""><svg aria-hidden=""true"" class=""store-country-accordion__icon store-country-accordion__icon-","//div[contains(@class, 'store-country-accordion__wrapper')]",div.store-country-accordion__wrapper,store-country-accordion__wrapper
cls_h2_store-country-accordion__title,"<h2 class=""store-country-accordion__title store-country-accordion__item""><button aria-expanded=""false"" aria-controls=""zds-902"" data-qa-id=""store-country-accordion-button"" class=""store-country-accordion__button"" id=""zds-903""><span class=""store-country-accordion__title-text""><span>List of zara stores - IRELAND</span></span><span class=""store-country-accordion__icon-wrapper""><svg aria-hidden=""true"" class=""store-country-accordion__icon store-country-accordion__icon--plus"" width=""24"" height=""24"" viewBox=""0 0 24 ","//h2[contains(@class, 'store-country-accordion__title')]",h2.store-country-accordion__title,store-country-accordion__title store-country-accordion__item
qaid_button_store-country-accordion-button,"<button aria-expanded=""false"" aria-controls=""zds-902"" data-qa-id=""store-country-accordion-button"" class=""store-country-accordion__button"" id=""zds-903""><span class=""store-country-accordion__title-text""><span>List of zara stores - IRELAND</span></span><span class=""store-country-accordion__icon-wrapper""><svg aria-hidden=""true"" class=""store-country-accordion__icon store-country-accordion__icon--plus"" width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><p",//button[@data-qa-id='store-country-accordion-button'],button[data-qa-id='store-country-accordion-button'],store-country-accordion__button
cls_span_store-country-accordion__title-text,"<span class=""store-country-accordion__title-text""><span>List of zara stores - IRELAND</span></span>","//span[contains(@class, 'store-country-accordion__title-text')]",span.store-country-accordion__title-text,store-country-accordion__title-text
cls_span_store-country-accordion__icon-wrapper,"<span class=""store-country-accordion__icon-wrapper""><svg aria-hidden=""true"" class=""store-country-accordion__icon store-country-accordion__icon--plus"" width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fill=""inherit"" stroke=""inherit""><path d=""M12.5 11.5V5h-1v6.5H5v1h6.5V19h1v-6.5H19v-1h-6.5z""></path></svg><svg aria-hidden=""true"" class=""store-country-accordion__icon store-country-accordion__icon--less"" width=""24"" height=""24"" viewBox=""0 0 24 24"" xmlns=""http://www.w3.org/2000/svg"" fil","//span[contains(@class, 'store-country-accordion__icon-wrapper')]",span.store-country-accordion__icon-wrapper,store-country-accordion__icon-wrapper
id_div_zds-902,"<div id=""zds-902"" aria-labelledby=""zds-903"" class=""store-country-accordion__content"" role=""region"" noderef=""[object Object]""><div class=""store-seo-list__cities-accordion-container"" inert=""""><div class=""store-seo-list__cities-column""><div class=""zds-accordion store-sub-accordions""><div class=""zds-accordion-item store-sub-accordions__accordion-item""><h3 class=""zds-accordion-item__title""><button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-904"" aria-expanded=""false"" aria-controls=""CORK"" data-zds-a",//div[@id='zds-902'],div#zds-902,store-country-accordion__content
cls_div_store-seo-list__cities-accordion-container,"<div class=""store-seo-list__cities-accordion-container"" inert=""""><div class=""store-seo-list__cities-column""><div class=""zds-accordion store-sub-accordions""><div class=""zds-accordion-item store-sub-accordions__accordion-item""><h3 class=""zds-accordion-item__title""><button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-904"" aria-expanded=""false"" aria-controls=""CORK"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">CORK (1)</span><span class=""zds-accordion-item__icon-wra","//div[contains(@class, 'store-seo-list__cities-accordion-container')]",div.store-seo-list__cities-accordion-container,store-seo-list__cities-accordion-container
cls_div_store-seo-list__cities-column,"<div class=""store-seo-list__cities-column""><div class=""zds-accordion store-sub-accordions""><div class=""zds-accordion-item store-sub-accordions__accordion-item""><h3 class=""zds-accordion-item__title""><button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-904"" aria-expanded=""false"" aria-controls=""CORK"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">CORK (1)</span><span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inher","//div[contains(@class, 'store-seo-list__cities-column')]",div.store-seo-list__cities-column,store-seo-list__cities-column
cls_div_zds-accordion,"<div class=""zds-accordion store-sub-accordions""><div class=""zds-accordion-item store-sub-accordions__accordion-item""><h3 class=""zds-accordion-item__title""><button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-904"" aria-expanded=""false"" aria-controls=""CORK"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">CORK (1)</span><span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria","//div[contains(@class, 'zds-accordion')]",div.zds-accordion,zds-accordion store-sub-accordions
cls_div_zds-accordion-item,"<div class=""zds-accordion-item store-sub-accordions__accordion-item""><h3 class=""zds-accordion-item__title""><button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-904"" aria-expanded=""false"" aria-controls=""CORK"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">CORK (1)</span><span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" class=""zds-accordion-item__icon z","//div[contains(@class, 'zds-accordion-item')]",div.zds-accordion-item,zds-accordion-item store-sub-accordions__accordion-item
cls_h3_zds-accordion-item__title,"<h3 class=""zds-accordion-item__title""><button class=""zds-accordion-item__trigger"" type=""button"" id=""zds-904"" aria-expanded=""false"" aria-controls=""CORK"" data-zds-accordion-trigger=""true""><span class=""zds-accordion-item__title-text"">CORK (1)</span><span class=""zds-accordion-item__icon-wrapper""><svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""inherit"" xmlns=""http://www.w3.org/2000/svg"" aria-hidden=""true"" class=""zds-accordion-item__icon zds-accordion-item__icon--plus""><path d=""M12.5 11.5V5H11.5V11.5H5V12.5","//h3[contains(@class, 'zds-accordion-item__title')]",h3.zds-accordion-item__title,zds-accordion-item__title
